,name,title,rating,date,text,helpful_vote
0,Rakesh Swain,First drink first impressions,5.0,9 September 2021,Update : After a 1.5 months of usage. Loving it. Does the job. Ordering it again. Though it has increased the price by 100 bucks. Inflation everywhere!______________________________________________Checked my orders. Had ordered ​Whey Energy Choclate for the last 10 times. So thought for a change of flavor and some extra protein.Pros:1.  Mango flavour is not as good as the choclate I was used to but good enough when mixed with milk. May be I need to give it time.2. The biggest pro over whey energy choclate is the absorbency. Mixes so well with chilled milk with same amount of shaking. Didn't find a single lump.3. Extra protein per scoop. I drink half before and half after workout. Good energy during workout and good recovery post workout.4. Unique scoop mechanism.5. No bloating or indigestion of any sort even though some extra protein. I mix 1 scoop with 500ml of chilled milk.Cons :1. Nothing as of now except may be a bit pricey I guess.,151
1,Misbah,Best ever protien,5.0,5 August 2021,I have used this protien since 10 days and I can say that it's good protien it's taste is awesome also it digests quickly I have used almost all imported brands but this one is nest level better than asitis better than bigmuscle better than imported brands go for it but price is little bit costly on whey protien and biozyme whey isolate is very costly than imported brands I will recommend U only Biozyme performance whey coz it's in budget range but if u want to buy biozyme whey protien and biozyme whey isolate then please don't buy these two because imported brand price and these two price are almost same go only for biozyme performance whey,125
2,Monu Banerjee,The Best Whey For Indian,5.0,21 August 2021,"The media could not be loaded.
                



 I tried lots of variety in whey protein,but this protein is a one step upper then all other indian brand.I have been using MB Whey for a long time.And The result is great and if u use this whey or any MB product ,then u feel the rusult in one week.. and the best part of MuscleBlaze all information are clearly mention in product packaging..and one more best thing if you buy in amazon d'not worry about authentication bcoz MuscleBlaze all product are the sell form official MuscleBlaze company...just one suggestion for MuscleBlaze plz sand a gift as a shaker or t-shart...if you search any Indian brands so you go with MuscleBlaze..",127
3,Nirav d.,Best flavour i have ever tested & tasted till date,5.0,28 May 2021,I have tried bunch of flavours but ordered this Mango flavour for the first time & believe me this is the best flavour i have ever tasted & just try with milk & you're gonna love it ...Just buy it,104
4,Vinuth,Just go for a change,4.0,12 June 2021,"Generally for protein shakes, it's better to go with flavours that go well with milk. You can choose flavours like grape, strawberry and mango just for a change.But the problem is the flavour is too sweet and I felt like mango sugar taste and for slow absorption if you take it with milk then you have to consume within 5-7 mins as the milk breaks. Rest I find it good but I feel its contains some sugars (not mentioned on the container) as it's so sweet. In my opinion it's better to go with caffe mocca or chocolate if you don't mind the taste but if you want to try something new go for this. Btw it tastes so good with milk and when mixed with water it tastes like diluted copy products of maaza or fruity.",57
5,Biswajoy Ghosh,Best tasting,5.0,22 May 2021,I bought the mango flavoured one. I have tried a number of whey protein supplements and a number of other flavours beside mango by MB itself. This one is by far the most natural tasting protein in my opinion. I mix a scoop with 200ml of chilled water and it tastes exactly like a pulpy mango drink. Will not change this flavour untill I am totally bored.,51
6,Babu lal,Fantastic,5.0,21 April 2021,Fantastic taste and great results. It helps me alot during my competition sessions. I put up almost 6 pound lean muscle mass. Loved it,50
7,Deepak Dahiya,"Totally waste.. stomach problem, health issue",1.0,18 June 2021,"It is totally waste product, creates stomach problem, anything you eat you just need to go for potty, harmful for digestion, i quit it just after 2 dose..even i had taken half scope first day and other half the next day, suddenly i stopped it because it is like a chemical. Don't use..waste of money.",37
8,KG,If you want to empty your bowels then this can be a good laxative. Absolute GARBAGE.,1.0,12 July 2021,"Mango flavour is mind blowing. I bought 1kg Mango flavour for the taste but will buy 2kg one next time.Easy to digest.Update 1 : after 5+ scoops this protein feels lighter on stomach as compared with others.Update 2 : I had a diarrhoea after 10+ scoops. Not sure if this bio-enzyme cleans up stomach.Update 3: I'm not sure if this is the right product for me. My stomach gets upset for 1-2 days after having one scoop.Update 4: Everytime I have taken this protein, I had upset stomach or diarrhoea.If you want to empty your bowels then this can be a good laxative.Threw away this after trying several times.",32
9,Prince jain,Know the things,5.0,15 July 2021,I’ve taken hazelnut chocolate flavour so 1st thing for most whey proteins or any bodybuilding supplements are not for all in some body they can give side effects or in some they can give very good effects so stop saying that this protein is right this protein is fake etc things so just take the whey protein don’t complain that the flavour is good flavour is not good etc you need gains your not drinking or taking thing for taste,28
10,Ankit,Default your product please refund the money,1.0,24 October 2021,Hello Iam Ankit. I ordered a muscles blaze biozyme performance whey (chocolate flavour) .there is no . Seal  in the product .it is not mix with water  properly. Scoop is missing .one of the main thing is that too there is no. Expiry date on the  product and manufacturing date in the product .the powder smells is very bad .the. Taste of the. Product is also very bad .so that I requested you to refund my money. As soon as possible ..Thankyou,25
11,Rohit barua,Pathetic,1.0,12 May 2021,Ghatiya is just aptIts taste is patheticSo is the uneasiness caused by itIf you want to buyBuy whey isolateNot this pleaseSpecially chocolate flavourDon't do this to yourself,28
12,mukesh k.,I have got the spoiled product,1.0,15 March 2022,"The media could not be loaded.
                



 When I mix it water it didn't get mix first and then when I open my shaker I have got foul smell as like it get expired or got spoiled. I really want to say they plz.. Don't buy this product as Amazon giving duplicate product to customers. As God thank I didn't drink that if I take  that i didn't think I get well then.",16
13,Rohan,Low quality protein. Don’t waste your money,1.0,12 October 2021,"I used Muscletech Nitrotech for a month and I got really good results.Then I came across this product - Musclsblaze Biozyme, and I ordered it because it was on sale. I regret ordering it.I’ve been taking this for almost 15 days now and I’ve not seen any improvement in my physique. I feel like I’m losing my muscles that I had gained in the last 1 month when I was taking Muscletech.I’ve placed a new order for Muscletech and I won’t be taking Muscleblaze anymore.Please don’t waste your money on such low quality products. It won’t benefit you in anyway. Might as well pay a little more and get a good quality supplement.Muscleblaze does really good advertising but their products are terrible.",15
14,Bharath Raj Shet,Pure Gimmick from MuscleBlaze,1.0,15 December 2021,"Bought this protein powder thinking it must be good from all the awesome artwork, marketing fancy stuff done by Mb.But this is the worst protein powder ever , I have been using protein from ON, Nutrabay, Myprotein so thought I’ll go for a change.They say Fancy stuff like Biozyme tech etc etc but in reality it’s just Protein concentrate not even isolate just read the ingredients.I have been having stomach discomfort post this usage.Mango Flavour is also very sweet and is okayish.I think I have to just throw away this box now.Very bad experience from MB.",12
15,Manasi,Uneasiness in stomach,1.0,18 June 2021,"Get a lot of stomach ache and uneasiness everytime I take it. Not good product, caused stomach upset, big muscle is better",17
16,Hrithik wankhede,You wont have uneasiness in stomach if you have proper nutrition.,4.0,2 August 2021,"Honest review:- i have tried this whey protein getting influenced by saket ghokhale (youtuber). And it turns out it works on me! Look everyone have their body type. With proper workout and diet this whey protein really helped me look lean and muscular. I have finished 1 kg and now ordered 2kg. Go for it. I am not newbie (5 years training). This is totally budget friendly, I find this helpful to my pockets too!",10
17,Muzamil Kelam,Hard on the gut. An unspecified amount of sucralose.,1.0,24 August 2021,"I only consumed two servings of it and I got diarrhoea, bloating and upper abdominal pain. They don't mention the amount of sucralose added to it(which can be harmful in high doses).I am not consuming more of it. Total waste of money.",10
18,vivek thakur,Tastes really good.,4.0,10 August 2022,"Biggest problem with whey? Palatability due to taste, unpleasant granular texture even in a solution and poor mixing with water/milk.Pleasantly surprised with this product though, it addresses all three very well. Tastes like molten ice cream,yum ! No way to comment on absorbency etc eithout a lab, so guess will have to take the manufacturer's word on it.",4
19,Naman Bajaj,"Good Packaging, Good mixability but bad taste",3.0,9 November 2021,"I have tried muscleblaze biozyme in choco6 and chocolate hazelnut, whcih i really liked. I thought to order mango after reading the reviews on all the sites. But sadly, i find the taste more like a medicine rather than mango. The company should improve more on the taste for this flavour only.",5
20,AKHIL,Not good as expected,1.0,4 August 2021,"Packing was bad.... the taste of mango flavor is same like a cheap 10rupees softdrink... doesn't feels like a protein shake...even we put 200ml for one scoop feels very lite,  not getting thick taste...I have used MB whey protein before.. by comparing between both its not good....Just okay...not for serious gymholics....",5
21,Pradip,This is good whey,4.0,11 December 2021,I have tried a number of different whey brands in the last 7 years. My go to brand was Nitrotech. This time I decided on Muscleblaze Biozyme since they claimed Labdoor certification. So I bought a 1kg to try. I am quite impressed with the product. The taste is good and over the last month or so I haven’t seen any weight gain though my muscle mass has improved. Of course no one should expect wonders from any whey protein. This is only a supplement. The main thing is exercise and good diet.,2
22,Amazon Customer,It makes your stomach upset in just 3-4 days was not able to digest even water after consuming this,1.0,29 March 2022,"Really pathatic customer service no return option will work as they will consume your time with mails and then will deny to return. They say they are not accaountable for rashes , stomach aches and tastes.Don't get trapped I invested 8299/- and now stuck with this waste powder which is of no use to me as it's making my stomach aches",4
23,Sai kumar Mopurisetti,Very bad,1.0,29 September 2021,"Headache, stomachache, bloating and lot of side effects on first day itself",8
24,Rudranil G.,One of the best,5.0,18 July 2022,"After using it for 2 months I'm writing this review.It's one of the most recommended pdt in this category. And it shows. 1st the flavor is like chocolate Complan. A tip, if you mix it with more water (>the recommended amount) it tastes better. Also it tastes good with milk. Absorption was good too. I really saw muscle growth, that much I can vouch for. Take it post workout or daily basis for completing your protein needs. Never saw any problem with mixing or with digestion. Price is quite high though. So I'd not recommend this for students, but pros go for it.",2
25,vaiyavi v,Product is not mixing properly and creating lumps.,1.0,2 May 2022,Product smells like a fermented liquid. I added 200ml cold water and one scoop of MB whey as per they instructed. Continuous and vigorous shaking also done. But lumps are formed and flavour also not good. I checked the authenticity of product but its verified one. Still not getting satisfaction from it. I dislike it,3
26,Dinesh Vandra,Mixing,3.0,21 November 2021,"MuscleBlaze surely mixes some cheap quality protein in between or last on the top its the best quality protein💯🔥 but i can feel the taste and after drinking there is some bubbles left in the shaker so its again a sign of mixing a cheap quality protein but those who cannot afford proteins like Optimum Nutrition, dynamite, gnc they can definitely go for it and i suggest you dont go for isolate its waste of money just by reducing 3-4g carbs how it will affect you for a lean gain but it cost 1000 rs more than this whey performance",2
27,Amrit Pal Sandhu,Too much artificial Sugar and Flavour,2.0,23 June 2022,"Used it twice in a day. And I just can't understand why Indian brands use too much of Artificial Sweetner and Flavours....It tastes like you are having 4 tablespoons of Sugar in one drink, which also supress the choclate flavour.Digestion is good.After taste is awful.Packaging is good.Product is genuine no bloating and foul smell noticed.Will update the review after 15 days if use about results on body.Edit 1 (15 days of use)Visible growth in muscle and recovery. Lesser fatigue and higher stamina while exercise.Will not buy a flavored whey 8n future as it limits the options to miz it with juices or shakes. RAW whey gives you more freedom over options to use with other drinks.",One person found this helpful
28,Raj,Geniune  product,5.0,20 September 2021,Muscleblaze besest product no doubt i got the original product thanks for that i m looking forward to buy one more.. i ll give 5 out of 5 in taste… 5/5 in mixabiliyy…5/5 in digestion…you will not feel much change in one jar but yeah yeah it complete your 20% protein in your diet 😋,3
29,Mahi,Overall good product!,5.0,2 December 2021,So i am a normal person like you if you read this comment you will know all about the product so here is my poin of view i get this product in 2199 which is quite high price but the product worth it i have 60kg weight and i am 16 years old i order this becaouse i have regularly going to the gym there is no problem in absorption at all which i see in the comments so i will share my result after finishing it!,3
30,Amazon Customer,One of the worst protein experienced in last 10 years,1.0,27 July 2022,Taste is too much sweet... Too much sugar present it seems and protein percentage very low. As it is raw protein is much better than this which I am using in parallel. I will not recommend it to anyone.,2
31,Shivam,Received a faked one,1.0,28 June 2022,"The media could not be loaded.
                



 There is a cut on bottom of the box, received a fake product I guess",4
32,Pixelsandwords,One of the best tasting protein and easy on tummy.,5.0,29 July 2022,Go for it. Good for beginners and intermediates. A little bit expensive but worth it as the product is 100% quality and has multiple certifications.1. Absorption is great.2. Light on tummy.3. Great mixability. Shake for10-15 secs for lump free shake.4. Accurate protein percentage on dry basis.5. Taste is one of the best. A little sweeter. No added sugar.6. Packaging and scoop on the top is really cool.,One person found this helpful
33,Siddhu,Liked it,5.0,6 August 2022,"No lumps, easily dissolves, tastes good, no bloating or digestion problems. I take it pre and post workout and it's been giving good energy. I definitely recommend this. The spoon holder is a nice innovation. Overall 5 star product.",One person found this helpful
34,adhish,Best results and taste,5.0,27 June 2022,"1st of all Magic Mango is literally so good to taste. I'm so critical when it comes to taste so believe me, this tastes like heaven. Results: 3 days of rigorous high intensity resistance training (i ate 100gms of soyachunks split in 2meals and 2 scoops prior and post workout everyday) and there it is. My arms got toned like anything. The clothes fit better now. And it certainly gives you the energy to push you with the exercises and definitely helps in protein synthesis. Best product so far. Highly recommended! Thank you MB 😌",One person found this helpful
35,𓆩Himanshu𓆪,ITS GENUINE PRODUCT ❤️,5.0,20 January 2022,"Make sure before purchasing check who's the seller if it's MuscleBlaze then it will be 100% genuin product!  I choose this protein coz it's trurly Accurate with its content and before i have tried MB Fuel One Whey ( Chocolate ) it's better in taste as compared to Biozyme , And about results Yes FuelOne was good and satisfying Now I'll be trying Biozyme",One person found this helpful
36,Ankur,Not any review is perfect it is a perception game,4.0,7 August 2022,Packing is so good but more important if some money saved from packing  and give it at  cheap to customer mixability great but not shown effect like on suppliment consumed one.month daily 1scoop .,2
37,Mansi choudhary,Best recovery package for my sports,5.0,24 May 2022,"The media could not be loaded.
                



 MB biozyme has proved me best by fast recovery in my intense workout sessions m. Moreover, it’s availability in small size helps me to take it to my competitions . I love it’s rich chocolate flavour but you must try kesari thandayi flavour too. Thanks to my gym buddy for recommending it.",One person found this helpful
38,Emmanuel W.,Price hike,3.0,14 July 2022,"The Muscle Blaze company seems to have excessively greedy, every now and then, increaseing the prices. I fear lest it should cause its fall and people go for an alternative since it is overrated also.",2
39,Amarnath,It's an effective product.,4.0,18 August 2021,MB Biozyme whey performance  is really a good product. It has a faster absorption rate in comparison to its previous products. The flavor of this product is quite good but it may not be good for everyone but can be bearable.  Yes it's value for money but it's should be less priced so that poor people also avail its benefits.,2
40,yugavaanraj,Worst product,1.0,2 September 2021,"Muscleblaze creating only hype to customers product was really worst, After consuming I will get bloating and flavour also to bad I tried lot's of product this whey protein was useless now a days muscleblaze product was worst",2
41,Amazon Customer,Note the high amount of cadmium,1.0,27 January 2022,"Their lab report mentions half the daily dose of cadmium in one scoop, so make sure to keep that in mind when taking this shake. I personally only took a few scoops I had 0 side-effects but probably best if avoided especially if you have a diet which already has some cadmium.",2
42,Dipanshu,There is no seal or code to determine the orignality of product .,1.0,5 April 2022,"The media could not be loaded.
                



 I cannot use the product because the seal was not present and the code given by the compaby is not there",3
43,Rahul,Doubt whether its fake,1.0,29 June 2022,I doubt whether the product is fake or not. As i can feel fine particles while mixing and drinking with water. I had used whey earlier and it should be creamy,One person found this helpful
44,Anshuman,Best protein,5.0,18 May 2022,"Protein quality is good, Taste is also awesome, Best protein for beginners ,💪Meine eska lab test be kraya tha uske per scope 25g protien nekla genuine productThanke muscle blaze for this product in under budget",One person found this helpful
45,Amazon Customer,Milk powder,2.0,17 March 2022,कुछ खास नही है रिजल्ट भी इतना अच्छा नही है मसल्स पंप नही हुए एक माह ईस्तेमाल करने के बाद,2
46,AVIRAL aggarwal,overall good protein powder with great taste,4.0,12 May 2022,"The media could not be loaded.
                



 protein digest easily due to digestive enzymes in it and its mango flavour really tastes good",One person found this helpful
47,yash sharma,Worst product by MB I have ever used.,1.0,8 May 2022,I personally request you first take 1-2 kg sample then go for 4kg. My experience has been the worst with this.It makes milk very thick then you can't even drink that milk.Flavour is moderate.,One person found this helpful
48,Dr Avneesh Kumar,Too much sweet,3.0,2 April 2022,It's like having sugar spoon. Taste is good.,One person found this helpful
49,Uday Yadav,Overall the Product was good !,5.0,17 August 2021,"The Product is too good, yes! it meets my expectations. and I also received a muscle herb capsule sample pack, but I was expecting to get a Bcaa sample but overall the product was good and the taste was like an chocolate shake which we order from a reputed cafe",One person found this helpful
50,ayan p.,THANK YOU MUSCLEBLAZE AND AMAZON.,5.0,14 July 2021,"thank you i got 3 stick BCAA with bio-enzyme. thank you amazon for fast delivery.whey protein test and mixable is very good.MB BCAA - test, texture, smell, very good....",2
51,hemakumaran,TOO SWEET,3.0,24 June 2022,"It mixes well,absorbs well..no bloating and stuff...but the flavour is too sweet.didnt expect chocolate to be this sweet",One person found this helpful
52,Jatin gaba,Best quality protein,5.0,16 April 2021,It is one of the best protein i ever used. It tastes very good and mix very easily in water as well as milk i ordered this flavour for the first time and i really loved this flavour. Worth my money.,One person found this helpful
53,Vishal,Would definitely recommend .. price is high and so as the quality..,5.0,29 July 2021,Have been using this since 3 months and this is the second box I'm ordering... Nice taste and mixability.,One person found this helpful
54,Sandy gujjar,Nice product,4.0,7 June 2022,"The media could not be loaded.
                



 Value for money.",2
55,Pratyush shankar,Great taste and richness,4.0,16 August 2022,Dissolves easily…tastes good and very thick and Rick in taste…results can be seen in 1-2 months of usage,One person found this helpful
56,shiva s,Do not go for hazelnut flavour,2.0,14 May 2022,2 stars cuz of the bad flavour,2
57,Jadeja brijrajsinh,Best fruity flavour ever,4.0,21 February 2022,If you want to buy fruity flavour you should buy mango flavour definitely and never ever buy vanilla flavour it just tastes like medicine,One person found this helpful
58,Ashish,Very bad taste,1.0,5 September 2021,Cho folate flavour doesn’t taste like chocolate at all. It’s horrible. Any other brand will give u much better taste. Will never buy muscleblaze again.,One person found this helpful
59,Shiv shanakar yadav,Way sweet and didn’t find any result just wasted the money,1.0,7 November 2021,It’s just waste of money I took coz of advertisements but all these people makin us fool I’m regular consumer of Myprotein best in market I can say,One person found this helpful
60,Tusharsoni,"Amazing product, great taste and effective results",5.0,2 September 2021,"Its my 2nd time ordering this whey. It is really effective, the results are clear, the taste is great and over-all the product is worth the money",One person found this helpful
61,Jaydas patil,Bad,1.0,1 January 2022,"The media could not be loaded.
                



 Bad",2
62,Shashwat maurya,Worst product,1.0,22 June 2022,"Worst protein ,this didn't digest ,it has side effects.",One person found this helpful
63,B@n!t@,Product seal open,1.0,3 July 2022,Product seal opened,One person found this helpful
64,Amazon Customer,Taste is badddddd,2.0,6 April 2022,The taste is sooooooo bad don't buy this flavour,One person found this helpful
65,Sameer Kumar,Expire product,1.0,14 January 2022,I don't like,2
66,Aniket Deshmukh,Nice product,4.0,26 July 2022,Authentication of product Thank you,One person found this helpful
67,Harpreet,Quality is good but taste is average.,3.0,2 May 2021,Taste is not up to the mark.,2
68,SHASHANK KUMAR TYAGI,"Poor product, I am a professional body builder, I consumed it nd have had a very worst experience",1.0,29 April 2022,The media could not be loaded.,One person found this helpful
69,Atul soodan,Digestion issues,1.0,9 May 2022,You are going to get digestive issues after having this..,One person found this helpful
70,yashraj gade,Not good,1.0,13 August 2022,Not good,One person found this helpful
71,Satish Kumar Anishetty Gajula,Hii,1.0,20 July 2022,Different powder stasficaton flavor,One person found this helpful
72,AJAY D,Half box is it okay or not ?,4.0,29 June 2022,Recieved only half box...is it okay...?,One person found this helpful
73,anirudh,Selling more than the MRP.,5.0,14 December 2021,,2
74,Happy,Nice product.,4.0,10 February 2022,I use this as protein supplement to my diet.,One person found this helpful
75,Sadab,No,1.0,4 January 2022,Mujhe ye product nhi chahiye,One person found this helpful
76,Arif Mohd,Heavy stomach,2.0,29 October 2021,Heavy bloating.not recommendDon't ever take with milk.,One person found this helpful
77,Dibya,Delegate,5.0,3 June 2022,It's so much helpful for musclegain,One person found this helpful
78,Amit Kumar Goswami,Nice test.. and mixxed very well result is also good.,5.0,28 August 2021,"The media could not be loaded.
                



 Very good product",One person found this helpful
79,Rohan butola,It's a good product,4.0,18 February 2022,Good flavour good protein,One person found this helpful
80,shivam,Awesome taste,5.0,5 November 2021,Worth it,One person found this helpful
81,G.K.Khan,packaging & test,3.0,12 July 2021,value for money,One person found this helpful
82,Rajdip Das,Best protein ever,5.0,30 August 2021,Under this price range biozyme is the best,One person found this helpful
83,Rupam Girase,Fake product doesn’t test real and does not mix good with water,1.0,31 March 2022,,One person found this helpful
84,Deepak Sharma,An average protein just like others,4.0,25 May 2022,"Bought biozyme as my first product of muscleblaze and all I can say is its an average protein like 100 other brands nothing special or miraculous, felt stomach discomfort for initial first 3-4 days now it's normal , flavour is really very good and mixability too , taste much better in milk than water .",One person found this helpful
85,Akriti Srivastava,Protein is good but taste is bad,4.0,23 April 2021,"Good protein and tested as well but taste is pathetic as compared to other brands like AVVATAR, ON etc. If you don't mind taste then good.",2
86,suraj,STOMACH PAIN AND DIARHEAD AFTER TAKING FOR 3 DAYS,1.0,18 May 2022,"TOO MUCH STOMACH PAIN IN MIDDLE PORTION AND HAD DIARHEAD WASTED MY MONEY AND MY HEALTH, DONT GO FOR THIS PRODUCT",One person found this helpful
87,Ram Pravesh Kr Shaw,Trust Worthy product.,5.0,1 February 2022,I am consuming it from last 5 months.  It gets absorbed very quickly and improves stamina.It is very good and well tested product. I ordered chocolate flavors and tested good also.,One person found this helpful
88,Kush,All things are good but what is that?,5.0,12 April 2022,,4
89,ds. Venkanna. Eng,scoop on top was really amazing and this design made very easy,5.0,20 December 2021,This was my first order of MB and i was like wow..the build quality was too good and french vanilla flavour was mesmarizing the smell itself taking me to heaven.. and i have ordered from HEALTHKART app i suggest everyone to go with this app u will get original product,One person found this helpful
90,Jayant,Ok ok,5.0,4 November 2021,Okok,One person found this helpful
91,Rakesh Swain,First drink first impressions,5.0,9 September 2021,Update : After a 1.5 months of usage. Loving it. Does the job. Ordering it again. Though it has increased the price by 100 bucks. Inflation everywhere!______________________________________________Checked my orders. Had ordered ​Whey Energy Choclate for the last 10 times. So thought for a change of flavor and some extra protein.Pros:1.  Mango flavour is not as good as the choclate I was used to but good enough when mixed with milk. May be I need to give it time.2. The biggest pro over whey energy choclate is the absorbency. Mixes so well with chilled milk with same amount of shaking. Didn't find a single lump.3. Extra protein per scoop. I drink half before and half after workout. Good energy during workout and good recovery post workout.4. Unique scoop mechanism.5. No bloating or indigestion of any sort even though some extra protein. I mix 1 scoop with 500ml of chilled milk.Cons :1. Nothing as of now except may be a bit pricey I guess.,
92,Misbah,Best ever protien,5.0,5 August 2021,I have used this protien since 10 days and I can say that it's good protien it's taste is awesome also it digests quickly I have used almost all imported brands but this one is nest level better than asitis better than bigmuscle better than imported brands go for it but price is little bit costly on whey protien and biozyme whey isolate is very costly than imported brands I will recommend U only Biozyme performance whey coz it's in budget range but if u want to buy biozyme whey protien and biozyme whey isolate then please don't buy these two because imported brand price and these two price are almost same go only for biozyme performance whey,
